Município,UF,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Ano,ARRECADAÇÃO,Arrecadação
ALTO BELA VISTA,SC,337316.17,371816.31,392538.79,452518.95,428702.74,610355.79,966762.55,893755.1,967316.88,1621918.88,1659478.57,1527803.41,1245348.41,2017,,
ALTO BOA VISTA,MT,188634.24,418166.99,570227.91,237530.21,376750.75,565002.6,493498.73,631230.82,747946.97,955377.8,1149374.78,1244557.55,1278861.53,2017,,
ALTO CAPARAO,MG,207979.42,206181.07,275636.51,281447.12,347359.59,345790.92,425410.3,964201.42,1029896.04,1168341.62,1163188.65,1481108.38,1604068.93,2017,,
ALTO DO RODRIGUES,RN,487707.86,462584.5,827621.8,878165.34,1116118.94,1502947.68,3235684.33,3317557.77,4217833.99,6302046.49,5502794.8,7436036.02,4658385.39,2017,,
ALTO FELIZ,RS,529872.59,346125.95,429329.1,735386.53,851965.81,1496521.19,1455819.67,1800016.72,2765652.34,3202706.0,3217680.18,3518782.16,4699288.78,2017,,
ALTO GARCAS,MT,877774.98,702606.84,904265.46,1377552.94,1550524.73,2205329.6,2356894.99,3154489.18,4235169.38,4603455.77,4737345.48,5488395.54,8709354.96,2017,,
ALTO HORIZONTE,GO,1160853.45,3794399.59,32424395.05,137040560.39,39822835.4,134569160.58,64554190.33,126554556.0,63022804.79,113091249.2,96431369.59,73374927.94,228485896.39,2017,,
ALTO JEQUITIBA,MG,327688.24,349806.61,383670.87,406222.46,384008.98,450950.83,628771.86,1247016.33,1519252.26,1753462.54,2174185.13,2915391.06,2304254.47,2017,,
ALTO LONGA,PI,92612.59,135591.3,171148.92,164634.14,277812.52,198325.51,259642.17,520588.92,582560.08,702692.52,802780.6,998060.68,1352135.99,2017,,
ALTO PARAGUAI,MT,110955.14,142601.43,169948.06,179646.31,220775.02,229955.02,390773.68,635281.33,741561.18,870215.86,809295.26,678442.12,745693.78,2017,,
ALTO PARAISO,PR,270521.64,314519.68,268102.76,519985.46,580210.04,603672.45,754598.27,1140021.65,1569283.93,1981191.49,2551810.89,2150970.95,2417528.73,2017,,
ALTO PARAISO,RO,623033.99,597820.73,869351.66,1108053.31,1313148.16,1571130.13,1910235.09,2938667.47,3285762.14,3258690.51,3151659.07,3064352.48,3611991.33,2017,,
ALTO PARAISO DE GOIAS,GO,942501.96,794120.1,778024.89,1433844.26,1128514.3,1456421.31,1804793.83,3431042.37,3916120.31,4433461.58,5127819.23,7144835.98,7296309.78,2017,,
ALTO PARANA,PR,848601.68,734908.63,1024405.4,1133001.36,1237323.44,1692626.01,2953570.76,4824722.13,6041486.07,6769608.33,7104208.69,7306667.44,8015592.99,2017,,
ALTO PARNAIBA,MA,517903.74,322491.05,585646.92,706258.82,738762.19,866568.07,1741994.68,2583583.64,5935392.21,1818113.84,2001971.34,1947230.28,2197287.8,2017,,
ALTO PIQUIRI,PR,1331111.45,1265988.59,1362435.95,1298012.06,1287907.87,1536014.55,1830448.03,2572695.56,2743616.88,2801548.92,3445873.27,3653670.72,4162762.0,2017,,
ALTO RIO DOCE,MG,287544.25,302549.57,304207.16,377621.62,314363.52,433595.43,547759.44,963688.02,1081403.1,1285162.65,1650127.56,2041997.35,2252647.34,2017,,
ALTO RIO NOVO,ES,269337.86,271566.64,263512.3,332338.94,325843.12,425160.59,561790.79,1168792.44,1464003.55,2201838.84,1911780.16,1627490.15,2013974.03,2017,,
ALTO SANTO,CE,245394.72,249561.0,281238.5,402851.41,376552.21,477887.35,589677.46,1126098.79,1482249.3,1820573.61,2083137.47,2278431.54,2668052.76,2017,,
ALTO TAQUARI,MT,1964194.72,1228468.84,1725549.25,2412895.31,2097706.21,2542028.66,3470425.04,4674827.71,5189987.65,7403055.61,8389490.41,8444413.38,8489025.96,2017,,
ALTONIA,PR,1403470.84,1547866.3,2214742.5,2605484.64,2828573.19,3383331.08,4469309.43,8350045.61,9769608.45,8684785.24,8343203.08,8301927.37,9540084.59,2017,,
ALTOS,PI,1099009.62,1006675.27,793029.8,975737.12,1176383.25,1533567.52,2146192.55,3705414.59,4514533.06,5693190.49,5949359.63,6682807.35,7037902.56,2017,,
ALUMINIO,SP,34370706.27,37053167.94,42791755.25,49795483.7,5074548.67,5792376.28,7734198.23,16077115.15,58454207.15,58483836.19,77899579.98,27200836.63,12362296.14,2017,,
ALVARAES,AM,94153.86,99771.72,120774.71,144751.03,135137.59,185312.2,153398.67,321450.13,377955.38,340872.32,474672.95,384788.07,559450.79,2017,,
ALVARENGA,MG,52225.94,52588.76,53154.08,69248.22,54937.29,64998.84,82471.78,193056.14,206298.14,285161.83,280690.23,339807.0,401337.81,2017,,
ALVARES FLORENCE,SP,1004130.86,1140021.42,1133696.85,1402336.46,1466563.71,1814490.14,1790474.58,1841334.59,2369237.26,2634008.13,1207954.82,1268079.13,1390225.81,2017,,
ALVARES MACHADO,SP,9080980.03,10813837.51,12163937.42,15158444.49,14900327.51,21049825.57,19637711.5,25357831.77,29502362.16,36007248.99,39694811.52,47988041.89,58441530.92,2017,,
ALVARO DE CARVALHO,SP,220304.99,172546.89,250438.43,346700.56,353791.66,356594.41,453356.1,543420.16,601572.45,648041.8,766184.33,919123.18,913036.43,2017,,
ALVINLANDIA,SP,201650.3,300378.5,812086.85,411919.0,491055.26,369857.54,484551.02,603701.47,644782.85,775199.73,895907.93,951885.27,1046244.88,2017,,
ALVINOPOLIS,MG,10922796.92,12250060.64,12585738.9,12715227.45,14660060.45,16372650.22,19758740.53,21929532.59,50062187.9,31082039.75,33778665.18,37879265.28,32309326.74,2017,,
ALVORADA,RS,27760414.93,29110936.37,34885460.31,46461971.1,44522799.08,65731866.7,81316636.65,89707823.02,107556025.32,115217233.66,114008404.72,107235572.91,117673860.35,2017,,
ALVORADA,TO,408895.72,428429.02,617276.6,729906.0,918849.31,836542.18,946491.89,1919984.4,2560759.18,3524440.14,3515098.6,3843301.67,5615608.97,2017,,
ALVORADA D'OESTE,RO,823382.23,943468.51,1008090.76,1040535.95,1303981.83,1703944.85,2400822.44,2840128.79,2241460.01,2691757.69,2980774.19,2908114.93,3398537.01,2017,,
ALVORADA DE MINAS,MG,20823.3,24818.05,20294.53,40222.39,59512.25,192692.84,148168.69,377117.68,926236.32,797769.17,1079661.22,440231.28,508367.91,2017,,
ALVORADA DO GURGUEIA,PI,69811.27,153564.27,138171.82,369224.9,237735.63,224634.69,165265.76,298199.15,437930.74,775930.46,933746.32,1109467.15,781586.97,2017,,
ALVORADA DO NORTE,GO,569516.75,511945.25,497201.42,727243.22,729141.68,963600.44,2025629.25,3167750.21,2633084.39,4239961.66,2874596.63,2837602.26,2721392.82,2017,,
ALVORADA DO SUL,PR,1018870.42,1049610.39,1213813.05,1476383.54,1696488.42,2232750.52,3002033.09,7162061.82,7780584.45,7645879.08,12586939.66,9615982.49,9656159.44,2017,,
AMAJARI,RR,16389.98,21955.66,36096.26,68954.82,81947.98,207112.77,420179.72,464165.57,362563.18,455129.45,442006.54,429765.52,692440.09,2017,,
AMAMBAI,MS,4747573.08,4344367.17,5514545.59,8005385.22,7745697.76,8761917.79,10769829.31,15717671.12,19045474.45,23202666.36,27585010.27,28305028.42,29253360.61,2017,,
AMAPA,AP,197911.21,184519.14,218362.27,333099.89,309991.2,488654.52,419937.71,709089.25,1618227.36,859037.03,357358.22,301128.78,435446.52,2017,,
AMAPA DO MARANHAO,MA,10442.55,20282.1,32469.04,26584.89,29057.19,36208.21,39203.51,78881.43,113808.03,341666.83,276868.83,469027.69,492376.07,2017,,
AMAPORA,PR,569661.67,677650.86,561279.15,545665.05,480815.64,627134.4,672590.8,1140478.96,3843242.84,4318028.5,3491250.99,4193136.71,3893990.55,2017,,
AMARAJI,PE,144702.18,430333.23,1069922.12,974486.08,1172512.6,1155717.34,412325.47,766301.16,908332.88,1117669.24,1276387.86,1431606.09,1800825.4,2017,,
AMARAL FERRADOR,RS,165021.05,155394.9,191201.77,264601.42,287086.55,357334.51,400650.32,667578.98,867674.81,918974.23,1018339.15,1241160.94,1437275.51,2017,,
AMARALINA,GO,33564.87,32943.6,34869.01,91411.5,86634.66,97508.94,119286.81,197138.08,258228.55,531728.92,361819.86,367312.09,406392.22,2017,,
AMARANTE,PI,236098.52,281450.06,310588.93,379267.86,367313.47,418402.19,559206.37,1257825.93,1695961.78,1878086.79,2123972.99,2157205.97,2383313.64,2017,,
AMARANTE DO MARANHAO,MA,227194.58,153912.59,235432.02,243126.3,233032.96,248305.7,325286.81,697668.5,963153.41,1252709.24,1489707.66,1792089.36,2357977.62,2017,,
AMARGOSA,BA,1272478.75,1144267.56,1321314.1,1627115.49,2062643.21,2221066.79,2485902.09,4621453.7,5212208.37,6343726.14,6826442.78,7074497.14,7647619.44,2017,,
AMATURA,AM,119347.75,168769.9,-227039.67,74273.73,111134.73,122116.27,210148.81,245596.25,316995.8,338680.06,365219.75,366011.47,345052.03,2017,,
AMELIA RODRIGUES,BA,5038921.05,6163310.61,3833550.09,4471232.61,5287243.44,6083888.63,3855657.84,6754993.57,9175522.83,18098696.71,10162352.45,10763116.09,12656450.72,2017,,
AMERICA DOURADA,BA,80381.25,74175.41,112008.11,117951.72,113306.83,119063.21,203735.19,286238.17,337572.51,377580.9,377508.94,435773.5,764722.01,2017,,
AMERICANA,SP,268567407.26,315118285.3,338746201.31,405933336.99,433568237.56,476247604.58,553567098.12,650681092.76,778163851.18,925277562.76,859669626.48,865979839.16,957677070.67,2017,,
AMERICANO DO BRASIL,GO,254922.71,1157795.76,1342097.75,2301999.86,1469578.36,1892150.31,2025637.26,2357742.58,1222463.18,1269647.03,10295028.06,1813583.89,1290032.14,2017,,
AMERICO BRASILIENSE,SP,15816691.33,23059904.81,24659241.85,28389022.99,17213075.82,29779619.81,34275345.09,37762586.03,42557732.06,71533583.64,57626542.75,68599469.54,72850926.68,2017,,
AMERICO DE CAMPOS,SP,304954.13,415478.21,540482.01,623725.55,623015.46,897873.54,975646.04,1919999.67,2240892.7,2340253.74,2548528.52,2345563.59,2533689.07,2017,,
AMETISTA DO SUL,RS,861369.02,754229.51,696230.01,712334.84,729552.87,940429.31,1146258.01,2362712.79,2868537.7,3497781.98,3747730.0,4147062.93,4427316.93,2017,,
AMONTADA,CE,330465.02,302047.99,362016.38,515108.45,803586.11,1269669.46,1425513.6,3146394.46,3638122.63,11000778.14,12260210.68,13000216.96,13004466.64,2017,,
AMORINOPOLIS,GO,295709.72,269703.15,276749.41,183341.57,331011.45,192215.35,175736.9,399380.79,519750.5,589538.28,557086.17,599677.45,672954.86,2017,,
AMPARO,PB,13287.06,12737.79,20382.0,19563.09,19143.39,23813.74,26457.58,52356.22,36756.88,72636.6,87629.34,75353.73,180949.72,2017,,
AMPARO,SP,122443787.86,123355807.9,139525705.08,153123752.55,197596830.82,234829295.6,201060431.88,246012020.58,307775345.48,333046561.52,318417678.39,398046302.15,438554658.6,2017,,
AMPARO DA SERRA,MG,77166.28,92655.74,87511.39,93346.41,99980.15,233714.91,271632.62,517487.8,483819.44,559592.12,652940.54,664881.27,675668.45,2017,,
AMPARO DE SAO FRANCISCO,SE,12390.42,14780.36,70711.97,41479.24,20972.65,56052.97,57044.27,75586.47,88669.21,118930.84,104653.19,110855.07,145099.97,2017,,
AMPERE,PR,5740089.24,6102641.75,6748012.0,11773793.78,12251339.17,15092448.79,20479070.4,24559075.94,31454712.68,38253119.78,39177371.1,38051372.12,41774845.85,2017,,
ANADIA,AL,348378.42,318855.67,315520.05,372473.09,433502.01,398392.41,494662.95,1060710.1,870086.58,1035047.3,1329301.19,1275654.62,1405802.09,2017,,
ANAGE,BA,184673.09,187218.17,203816.33,260562.06,269597.23,284903.09,342672.22,832482.94,1008654.21,1669634.93,2290779.37,2343732.5,2697557.26,2017,,
ANAHY,PR,45010.3,44708.36,55730.58,100940.32,148764.0,169207.37,222542.0,504186.36,647961.88,743520.27,892335.64,1081041.64,1291106.14,2017,,
ANAJAS,PA,110683.1,76523.66,107528.09,199323.1,141005.45,142038.8,537989.59,922733.55,1346804.53,2651770.81,2371932.96,2498241.8,3060463.52,2017,,
ANAJATUBA,MA,76678.2,119969.74,127188.99,158726.41,135340.55,215567.49,185915.16,458443.04,662929.47,758384.79,881390.57,811900.44,970577.03,2017,,
ANALANDIA,SP,1520733.64,1437658.15,1473226.54,1253840.62,1203892.99,1231107.61,1396563.93,2102164.63,2689338.01,3350541.15,3815936.03,3766612.68,3849785.82,2017,,
ANAMA,AM,50888.28,52321.03,75374.66,86939.95,158495.0,119239.23,217596.85,320261.08,292120.09,336028.01,351360.13,301609.78,553208.44,2017,,
ANANAS,TO,426260.67,437023.1,515366.71,613233.7,574784.11,604893.25,667602.84,1084100.9,1292521.9,1685282.99,1920964.54,2116352.89,2691493.75,2017,,
ANANINDEUA,PA,80861563.4,85509867.75,94960125.05,108070332.64,110403783.38,120896669.04,149818577.07,204882413.22,243813571.51,291845179.14,296197256.58,289800599.38,312019191.85,2017,,
ANAPOLIS,GO,217285360.6,356461295.54,715600450.3,1370728801.48,1657674381.58,2429899917.32,3066488773.6,2335910535.02,1714095240.5,1567868046.21,1601947173.39,1243100526.36,1609468414.8,2017,,
ANAPU,PA,402052.7,151701.49,250094.89,449955.49,586834.91,744719.91,898031.57,1801836.41,2817438.38,3192212.68,3624035.07,3687699.11,5101053.29,2017,,
ANAPURUS,MA,61769.29,75912.53,118593.06,213699.99,302540.47,598640.02,638037.95,787430.09,621717.09,1055255.31,1269123.8,1355621.34,1521151.25,2017,,
ANASTACIO,MS,1499251.52,1470990.67,1759474.31,2365791.36,2485352.89,2743579.73,3437783.5,4528964.86,5083840.28,5831782.17,7091787.67,7933441.31,8179833.29,2017,,
ANAURILANDIA,MS,972473.15,925522.23,1202514.98,1501874.46,1294076.29,1268418.44,1638386.2,2198245.05,3857562.64,3644682.9,3396007.53,3562491.01,4842214.62,2017,,
ANCHIETA,ES,5377492.14,2867557.73,6649960.24,10276536.58,14919832.21,31311532.04,14104280.49,21284470.56,22472763.69,26751509.29,26142334.1,19821586.01,22067760.61,2017,,
ANCHIETA,SC,718555.01,575400.33,666266.3,783297.62,893045.17,1145675.03,1571704.4,3289940.66,4362883.12,4369633.43,4592820.58,5009557.89,5166996.08,2017,,
ANDARAI,BA,121075.52,108759.39,113016.17,224606.69,201899.3,245311.54,279106.08,489768.22,629527.01,791385.22,929531.55,1012643.03,1415346.96,2017,,
ANDIRA,PR,6496777.58,8254018.91,10876235.01,8826165.86,8920691.03,13193081.14,14115254.71,14185239.91,18472793.21,24749195.42,27123359.27,20539808.25,22548908.72,2017,,
ANDORINHA,BA,417925.62,470549.86,517887.4,555573.84,426859.13,467417.87,662708.99,1037670.2,1214830.61,1333144.57,1428349.08,1567833.36,1553832.84,2017,,
ANDRADAS,MG,20053503.22,20193907.72,21917658.01,27553534.29,27787801.64,30187764.33,37757428.04,44999577.07,50938462.77,76239196.39,61578074.84,58474984.44,63150915.84,2017,,
ANDRADINA,SP,14191721.74,13784453.23,16413413.01,24196744.82,23511473.58,30793253.71,38405033.92,54217467.61,65040778.78,77325372.68,91044245.25,96425483.62,93643909.81,2017,,
ANDRE DA ROCHA,RS,155914.66,183786.08,301538.38,359413.69,377630.33,256898.32,226354.49,239146.64,308576.52,481266.9,503997.14,675108.78,764410.87,2017,,
ANDRELANDIA,MG,1103959.98,1004985.31,1012618.07,1756131.06,1723023.32,1585666.4,1988645.2,2956220.77,3470533.68,4453646.06,5722981.09,5600678.43,6085100.68,2017,,
ANGATUBA,SP,3241933.49,2999258.15,3599360.71,11120084.64,9285437.91,16751901.15,18472601.77,27227310.1,25133930.15,24202820.75,26824424.63,21737761.4,15523970.31,2017,,
ANGELANDIA,MG,116817.05,147957.53,186439.02,197673.07,264784.71,376960.97,379572.12,749542.55,680947.76,1011206.25,2011368.08,997030.52,1197666.12,2017,,
ANGELICA,MS,415917.86,582633.21,1085933.46,2824270.11,2955914.14,4936268.42,3469618.2,3447211.93,4878584.25,4371415.47,4676996.6,3677975.9,4581663.79,2017,,
ANGELIM,PE,174997.97,134229.14,186981.98,257755.08,303694.65,365967.93,418971.14,929816.81,1231483.83,949998.39,953672.6,1365514.44,1573404.66,2017,,
ANGELINA,SC,274507.58,338665.43,415695.65,482099.06,681348.31,729061.29,852993.17,1875988.41,2747576.92,3270949.01,4540429.1,4701581.61,4176928.3,2017,,
ANGICAL,BA,109257.29,165431.79,152739.51,324403.97,284855.59,342177.5,351124.45,526508.87,744331.44,871802.19,730874.5,782898.54,1079095.9,2017,,
ANGICAL DO PIAUI,PI,71872.92,105535.17,100113.01,113334.49,88785.11,175844.35,206564.0,437574.44,496281.86,628754.73,671253.73,843834.51,894073.0,2017,,
ANGICO,TO,37731.78,83108.87,68249.68,148665.94,106069.04,137303.07,200856.79,166795.66,217456.9,215266.79,228490.63,279156.11,287073.18,2017,,
ANGICOS,RN,362677.42,340861.8,331630.54,515971.57,466811.66,693457.28,796843.7,1626716.15,1769217.22,2214206.08,2254962.46,2304769.98,2735669.87,2017,,
ANGRA DOS REIS,RJ,1689441996.73,989919098.57,1039284430.88,1658822512.69,1013729010.78,92558228.01,111576388.64,138949915.27,200892610.82,240730303.29,228200615.09,192325078.42,200102933.7,2017,,
ANGUERA,BA,52720.86,64349.17,64391.88,72968.45,126511.48,88856.59,123190.28,482785.04,491445.17,434867.95,414817.31,496336.97,648592.42,2017,,
ANGULO,PR,191005.33,216274.44,201075.58,253309.59,207631.02,241595.92,306864.57,745088.58,891370.02,908876.38,1103226.58,1294095.01,1323714.53,2017,,
ANHANGUERA,GO,34255.34,21543.59,15253.12,19520.54,22961.48,22701.65,38314.94,85824.37,54298.62,106185.81,70966.53,69303.32,90919.63,2017,,
ANHEMBI,SP,4847556.42,6873193.44,9785617.21,11455999.89,7606396.51,4364319.6,4256064.62,4920728.66,5257999.43,5163730.62,4553031.5,2478655.03,4428235.73,2017,,
ANHUMAS,SP,390966.36,320121.13,348624.7,353983.81,324010.24,322511.88,429092.91,771141.78,719700.3,837997.68,1260412.95,1560847.16,1314879.22,2017,,
ANICUNS,GO,12846391.17,19718858.2,15879180.83,8852686.32,3864085.87,6505284.61,5837323.67,5885284.29,5360183.58,6297548.18,7116006.12,7352095.28,8060886.18,2017,,
ANISIO DE ABREU,PI,80570.99,155963.67,120657.38,125889.08,238516.84,268052.05,300529.79,557813.65,629507.66,748767.73,711356.4,757350.0,956914.78,2017,,
ANITA GARIBALDI,SC,740964.93,594789.78,693808.11,791513.38,849551.38,915848.57,1118425.64,2164495.14,2548125.43,2822714.96,3236361.89,3582151.09,3828764.02,2017,,
ANITAPOLIS,SC,247839.49,219893.61,324147.96,308242.77,959134.37,1002183.0,736653.47,1378722.99,1657905.51,1908278.99,2051248.15,1900053.52,2392934.84,2017,,
ANORI,AM,71494.62,99506.52,117150.04,190566.6,160074.03,159223.69,246451.29,449588.75,494162.3,457667.9,629342.09,488256.96,932869.76,2017,,
ANTA GORDA,RS,1411173.28,1601157.45,1993788.08,2551362.35,2896720.83,3743874.44,5279183.06,8293457.92,10648323.99,11422609.12,15020968.56,18448823.18,16496062.64,2017,,
ANTAS,BA,244978.8,280853.98,276670.81,336246.04,355604.42,665373.97,662824.34,1285483.61,1343163.54,1703345.77,1628108.94,1487548.41,2413552.28,2017,,
ANTONINA,PR,12749749.74,8618906.31,9638365.85,8553890.19,9981194.42,16831370.05,9567230.9,16944433.33,19567250.63,17042904.21,10316644.9,14751412.37,11691087.97,2017,,
ANTONINA DO NORTE,CE,133309.3,114286.68,135215.46,135778.28,181012.1,171275.89,199167.38,384852.26,525035.84,671208.56,783818.15,727593.19,823856.41,2017,,
ANTONIO ALMEIDA,PI,182218.7,99474.84,204360.07,130748.45,440091.93,315208.04,441429.03,735757.54,735326.05,969434.17,1033387.95,1308394.33,1272193.76,2017,,
ANTONIO CARDOSO,BA,36489.16,45608.41,43563.29,117401.75,104366.48,149956.65,234767.83,334430.86,204840.17,234803.1,209633.89,107948.3,330669.41,2017,,
ANTONIO CARLOS,MG,437906.53,638245.71,975638.15,1321099.55,1655236.8,2116024.65,2803589.85,4736096.65,2894636.04,3195566.27,3367724.37,3439196.72,4034232.77,2017,,
ANTONIO CARLOS,SC,8490966.62,6535559.1,6742664.44,7651426.62,6069227.54,5233555.13,5642607.61,8983295.5,12282006.7,13212495.99,11412249.46,12359695.6,13017316.55,2017,,
ANTONIO DIAS,MG,251271.75,221521.68,304965.29,420930.87,408438.68,817104.33,1278398.74,2115324.77,2556380.39,2349785.81,1907406.8,1865910.25,4040932.16,2017,,
ANTONIO GONCALVES,BA,157832.74,117561.13,126841.05,128691.31,173100.95,184548.39,260217.92,486020.63,499843.16,521926.04,631296.13,641892.83,726457.61,2017,,
ANTONIO JOAO,MS,289228.88,318757.31,344809.32,577773.71,824735.44,1608641.94,859892.82,1233504.06,1692279.58,2917252.1,6191274.49,3776102.17,3177106.48,2017,,
ANTONIO MARTINS,RN,38798.73,43844.81,75882.27,88710.46,85946.64,91993.47,113121.61,191008.18,250339.58,339614.96,370276.79,435465.94,590057.68,2017,,
ANTONIO OLINTO,PR,203385.38,234310.63,301753.08,353775.87,302085.0,437038.68,389755.72,796609.34,1083032.0,1401627.8,1854576.51,1789484.85,1650263.38,2017,,
ANTONIO PRADO,RS,13680585.9,13744189.04,17027455.51,18107598.32,12398689.9,14153343.22,19926491.3,25539710.05,32446412.89,38991907.6,42065860.73,41791465.71,49538801.58,2017,,
ANTONIO PRADO DE MINAS,MG,35469.35,38933.55,51013.47,82777.65,59628.65,101150.56,94821.12,209946.15,196428.61,223475.22,295922.34,301769.3,327706.25,2017,,
APARECIDA,PB,57810.55,57749.91,75345.39,137376.64,138895.99,201330.44,287059.3,499463.86,720840.65,850382.8,801245.93,850266.72,907039.78,2017,,
APARECIDA,SP,6224029.93,6847311.29,7337599.09,9288295.54,9157547.7,11478690.87,16139785.91,25138873.42,30713412.41,34633538.18,35021210.32,36200976.91,44757863.37,2017,,
APARECIDA D'OESTE,SP,197264.0,209376.78,230757.14,309243.77,271546.74,297287.98,391207.52,699129.1,827113.74,905949.76,1011424.62,925738.14,1043346.14,2017,,
APARECIDA DE GOIANIA,GO,148272818.33,140789314.43,160142366.01,220461556.99,275612959.39,326038285.78,420942661.67,484716901.38,638116560.29,760800477.68,701942362.94,648305951.02,691563948.35,2017,,
APARECIDA DO RIO DOCE,GO,276137.87,297855.0,284651.7,429799.12,776569.54,606964.99,424518.16,896332.55,1056189.36,1219726.51,1110413.19,1219928.94,1783739.21,2017,,
APARECIDA DO RIO NEGRO,TO,82647.14,85288.41,130458.13,165309.05,172566.95,172808.95,236719.27,471663.62,546617.28,537663.67,621136.88,662941.11,1461301.85,2017,,
APARECIDA DO TABOADO,MS,11546332.07,21099539.29,18972231.81,16412510.72,12068414.73,14208182.39,18244102.21,31433367.51,28706429.34,39698179.08,48691435.86,39620560.65,55090675.46,2017,,
APERIBE,RJ,485778.61,524882.58,610446.74,902511.51,1172476.39,1577544.56,2090300.68,3667278.12,4701572.42,4955315.82,4799244.26,4146023.4,4440551.17,2017,,
APIACA,ES,251979.48,430064.17,286444.85,384500.81,613202.93,392676.39,491837.21,913225.04,1018328.63,1146755.53,1201839.27,1227051.27,1585140.14,2017,,
APIACAS,MT,421797.27,345007.52,413470.77,852262.62,885131.93,959285.18,969775.43,1504230.06,1966331.18,2731021.54,2857145.59,2764352.44,2952018.85,2017,,
APIAI,SP,3126107.76,1929488.76,2458878.81,3359951.42,6784481.24,3509719.21,6567002.26,9727899.57,12001365.48,10815069.21,11434629.75,12484627.79,12922169.15,2017,,
APICUM-ACU,MA,19038.01,34832.06,60572.65,48218.73,49931.12,56830.47,78837.88,197627.07,266532.97,322922.96,393765.63,472636.12,889391.72,2017,,
APIUNA,SC,11386487.07,13049509.24,17381793.4,21352878.44,28988097.16,29381536.9,28421974.76,35027316.2,29712591.28,35427200.92,41931032.79,32575197.67,37176026.2,2017,,
APODI,RN,891673.04,1960777.77,1254115.31,1614797.11,2801513.23,2460053.5,2435496.74,4176481.68,5449416.19,6268200.21,6868759.12,7068322.25,8211729.97,2017,,
APORA,BA,149062.14,108267.23,102586.89,153763.71,196473.11,152899.74,182848.04,453990.94,650951.32,970091.06,1069913.64,1118304.52,1315279.18,2017,,
